IMG_0253.jpg,511,33439,17474,18,3853,0,3
IMG_0254.jpg,37,820,377,1,28005,0,2
IMG_0255.jpg,22,1443,6919,254,6236,14,657
IMG_0256.jpg,55,10614,14591,31,0,0,0
IMG_0257.jpg,9843,930,3460,3505,15273,3,532
IMG_0258.jpg,1299,2989,3281,3,29715,0,0
IMG_0259.jpg,0,5536,19954,1213,0,0,0
IMG_0260.jpg,0,38,58,8,27548,0,0
IMG_0261.jpg,9,77,92,10,23560,0,0
IMG_0262.jpg,0,360,16872,143,19032,0,0
IMG_0263.jpg,0,10774,11129,37,0,0,0
IMG_0264.jpg,0,15,1115,10,41391,0,0
IMG_0266.jpg,1,1175,6359,98,11015,0,0
IMG_0267.jpg,0,3315,526,0,28974,0,0
IMG_0268.jpg,2,36,29,3,68812,0,0
IMG_0271.jpg,0,133,1152,44,5263,0,0
IMG_0272.jpg,1414,24,1141,18,8198,4416,17739
IMG_0275.jpg,13,72,283,28,26994,0,1
IMG_0276.jpg,0,277,11496,14597,16169,0,0
IMG_0277.jpg,0,15,135,149,24887,0,0
IMG_0278.jpg,276,1056,10554,1,239,0,161
IMG_0279.jpg,441,1224,1646,133,4778,6,45230
IMG_0280.jpg,1,373,1897,144,17235,0,0
IMG_0284.jpg,3766,6320,1992,81,23991,14,221
IMG_0285.jpg,17215,779,2919,45,697,0,2
IMG_0286.jpg,1878,11611,3030,1134,2261,0,38
IMG_0287.jpg,11121,1660,328,94,2440,0,0
IMG_0288.jpg,69,2714,3500,6072,13962,1,5
IMG_0289.jpg,0,2602,5721,81,4000,0,0
IMG_0290.jpg,854,1925,4997,78,22288,0,1649
IMG_0291.jpg,3983,499,1404,0,23777,17669,3615
IMG_0292.jpg,52,3696,8542,30,11662,0,0
IMG_0293.jpg,0,0,0,0,38355,0,0
IMG_0294.jpg,21062,0,0,0,347,0,123
IMG_0295.jpg,0,7,9084,8291,0,0,0
IMG_0296.jpg,10383,106,863,76,6536,1,12
IMG_0297.jpg,9417,131,887,78,6550,1,5
IMG_0298.jpg,0,0,1859,25049,221,0,0
IMG_0300.jpg,11,312,2183,48,22721,0,1
IMG_0301.jpg,689,149,2220,41,5605,13257,237
IMG_0302.jpg,4,41,2919,1339,12588,0,0
IMG_0303.jpg,6,5,48,7,24875,0,24
IMG_0304.jpg,25540,467,95,74,515,0,1
IMG_0305.jpg,30198,1334,1448,7,262,0,3
IMG_0307.jpg,0,490,13431,0,0,0,0
IMG_0308.jpg,9,30232,3629,0,0,0,0
IMG_0309.jpg,107,51,86,45,8901,5658,6163
IMG_0310.jpg,2263,748,2748,151,29679,17,254
IMG_0311.jpg,5590,2109,2216,47,15454,95,11878
IMG_0312.jpg,1555,44929,2511,0,0,0,0
IMG_0313.jpg,52,42,228,180,32614,3,49
IMG_0314.jpg,777,1123,4037,70,32730,0,0
IMG_0315.jpg,2333,1579,16281,43,364,6,47
IMG_0316.jpg,8770,1147,3849,61,27228,2,440
IMG_0317.jpg,37688,0,514,5,34,0,0
IMG_0318.jpg,3958,377,56,0,34652,0,19
IMG_0319.jpg,490,833,743,68,16197,59,849
IMG_0321.jpg,1,4,0,10,27965,1,1
IMG_0322.jpg,0,10,15868,0,0,0,0
IMG_0323.jpg,63,41661,1078,2,1242,7,80
IMG_0324.jpg,0,65533,15,0,0,0,0
IMG_0325.jpg,10495,2637,978,25,2970,0,44874
IMG_0326.jpg,0,0,0,0,43813,0,0
IMG_0327.jpg,342,1449,1207,19,29397,0,1734
IMG_0328.jpg,9649,1551,424,0,0,0,0
IMG_0329.jpg,151,310,199,8,29247,0,54
IMG_0331.jpg,13,1082,521,7,29602,2,1
IMG_0332.jpg,0,533,263,13718,9638,0,0
IMG_0333.jpg,0,2704,958,17925,15475,0,0
IMG_0334.jpg,0,51893,9608,0,0,0,0
IMG_0335.jpg,1787,1028,1964,407,7400,7,150
IMG_0336.jpg,10784,322,230,15,32889,0,116
IMG_0337.jpg,0,0,0,0,6181,105,39104
IMG_0338.jpg,0,6,22964,24,10871,0,0
IMG_0340.jpg,4154,42,40,3,16079,0,560
IMG_0342.jpg,0,0,33,7313,36656,0,0
IMG_0343.jpg,1435,1678,5191,8,2498,0,2
IMG_0346.jpg,199,600,7191,102,18920,1,12
IMG_0347.jpg,12963,523,1854,0,0,0,0
IMG_0348.jpg,12106,272,1261,0,0,0,0
IMG_0349.jpg,20216,9522,229,1,3114,2,1
IMG_0350.jpg,25683,263,350,8208,0,0,4
IMG_0351.jpg,21,171,347,71,53965,4,5
IMG_0356.jpg,48,37590,1904,25,3572,0,0
IMG_0357.jpg,2065,42197,549,13,122,28,5530
IMG_0358.jpg,8300,2246,1346,0,0,0,3534
IMG_0359.jpg,8,304,6404,8,49,0,0
IMG_0361.jpg,0,12780,26721,0,0,0,0
IMG_0362.jpg,11,531,17880,2119,65,9,132
IMG_0363.jpg,0,1,7507,21701,0,0,0
IMG_0364.jpg,174,454,2445,4335,661,2,61
IMG_0365.jpg,1197,2504,2737,2282,2066,22,640
IMG_0366.jpg,39599,14742,63,0,0,0,0
IMG_0367.jpg,14169,8743,834,100,147,40,361
IMG_0368.jpg,46364,394,146,38,383,12,7084
IMG_0369.jpg,5845,1678,1438,23,40,391,23924
IMG_0370.jpg,2001,995,1232,75,463,10650,32126
IMG_0371.jpg,15287,893,2801,2891,33,2,2974
IMG_0372.jpg,18313,28072,1044,193,247,4,50
IMG_0373.jpg,68230,468,285,0,0,0,1087
IMG_0374.jpg,16758,3218,1994,9,0,32,3494
IMG_0376.jpg,11,6176,24192,835,5,1,6
IMG_0377.jpg,32213,4159,453,2175,3,0,1755
IMG_0378.jpg,12021,495,8777,11550,217,0,154
IMG_0379.jpg,10732,24344,2471,1379,0,0,0
IMG_0380.jpg,7705,31032,4616,2008,0,0,0
IMG_0381.jpg,273,217,996,14,2015,11773,4189
IMG_0382.jpg,228,0,4,1,14959,17561,2074
IMG_0383.jpg,149,41337,15371,189,670,0,0
IMG_0384.jpg,34270,6627,427,3,1,0,25
IMG_0385.jpg,57222,1891,179,2,0,0,0
IMG_0386.jpg,0,1,9302,7744,1,0,0
IMG_0387.jpg,0,0,8675,9116,1,0,0
IMG_0388.jpg,0,22,4918,11244,76,0,0
IMG_0389.jpg,0,0,22971,6044,1049,0,0
IMG_0390.jpg,72,80,18359,6208,4293,39,88
IMG_0391.jpg,14451,35541,231,327,0,0,34
IMG_0393.jpg,28883,245,47,6,134,0,102
IMG_0394.jpg,770,1119,1932,6,27878,13,0
IMG_0395.jpg,3804,11,1,140,11,59,3502
IMG_0398.jpg,552,18058,36392,1,0,0,0
IMG_0399.jpg,31794,1264,1423,620,127,0,18
IMG_0400.jpg,2137,169,264,39708,351,0,46
IMG_0401.jpg,501,4555,6058,10,2,9386,5150
IMG_0402.jpg,613,1425,7729,25683,0,0,6
IMG_0403.jpg,0,3660,833,6,32463,1,5
IMG_0404.jpg,884,4,1562,139,21898,0,24
IMG_0405.jpg,368,518,375,59,35286,12244,2286
IMG_0406.jpg,34190,42,32,11,3368,4,884
IMG_0407.jpg,280,1335,155,5031,1456,1,10
IMG_0411.jpg,4047,1030,588,260,2,0,18894
IMG_0412.jpg,0,26,11553,0,9,0,0
IMG_0413.jpg,0,7,963,633,45827,0,0
IMG_0414.jpg,0,0,0,0,22198,122,6353
IMG_0415.jpg,93,96,1786,520,22332,1093,29
IMG_0416.jpg,4,2785,3691,80,58751,1,55
IMG_0417.jpg,0,9799,31338,3,3652,0,0
IMG_0418.jpg,13596,0,0,0,22616,0,81
IMG_0419.jpg,20941,605,10,0,171,6,128
IMG_0420.jpg,0,13708,3112,1,7657,0,0
IMG_0421.jpg,3,38,17911,450,48,0,0
IMG_0422.jpg,0,0,0,0,25515,0,0
IMG_0423.jpg,5892,268,320,4721,2846,7,15852
IMG_0424.jpg,60909,6003,61,1,22,2,17
IMG_0425.jpg,63815,5641,9,0,5,1,35
IMG_0426.jpg,2,5,227,939,15704,0,8
IMG_0427.jpg,0,0,0,0,20561,24,1
IMG_0428.jpg,96,4627,14797,138,38050,0,0
IMG_0430.jpg,64267,798,2133,3745,57,0,2
IMG_0431.jpg,38214,93,5,0,4628,13,588
IMG_0432.jpg,24,51,1495,21208,579,26,174
IMG_0433.jpg,6021,2251,586,15,8324,6,26
IMG_0434.jpg,38580,1235,721,192,2048,12,8302
IMG_0435.jpg,273,2578,10201,16,9326,1,1
IMG_0437.jpg,30414,5172,2779,1,999,5,49
IMG_0438.jpg,1058,2613,56,18,394,0,42777
IMG_0439.jpg,0,0,35225,0,672,0,0
IMG_0440.jpg,1,122,44587,0,31,0,0
IMG_0441.jpg,2574,813,3656,78,0,13,37457
IMG_0442.jpg,503,0,9,0,32278,0,0
IMG_0443.jpg,8,14,169,50,3275,2377,3168
IMG_0444.jpg,11,61,39188,4,0,0,0
IMG_0445.jpg,91,87,43310,1,1,0,275
IMG_0446.jpg,284,138,199,48461,2864,0,0
IMG_0447.jpg,0,0,0,9589,38382,0,0
IMG_0448.jpg,0,3,35659,0,2891,0,0
IMG_0451.jpg,5699,491,404,4050,2018,0,2
IMG_0452.jpg,66540,0,0,0,318,14,1563
IMG_0453.jpg,0,246,32087,0,216,0,0
IMG_0454.jpg,1,0,1,1,14454,21,0
IMG_0455.jpg,1106,24856,1019,280,4316,0,255
IMG_0456.jpg,382,796,10730,18929,1741,48,93
IMG_0457.jpg,32690,405,314,380,13819,22,101
IMG_0460.jpg,1,1329,14124,1310,0,0,0
IMG_0461.jpg,905,1312,5958,109,26019,1,5
IMG_0462.jpg,50420,19350,5,0,0,0,0
IMG_0463.jpg,0,323,25121,25475,2,0,0
IMG_0465.jpg,2,0,70,32523,0,0,0
IMG_0466.jpg,0,0,0,0,62148,0,25
IMG_0467.jpg,0,0,94,1679,1217,9,57
IMG_0468.jpg,2,531,27014,146,13275,9,28
IMG_0469.jpg,7,34117,724,4463,80,0,0
IMG_0470.jpg,57284,21,14,19,231,0,0
IMG_0471.jpg,137,11101,0,0,31901,0,0
IMG_0473.jpg,54297,56,2,0,2267,0,73
IMG_0474.jpg,57615,4478,1014,0,0,0,0
IMG_0475.jpg,0,0,0,0,50714,0,0
IMG_0476.jpg,0,260,3461,923,4353,0,0
IMG_0477.jpg,14688,2643,525,2691,6110,95,108
IMG_0478.jpg,22041,151,1154,421,9914,5,223
IMG_0480.jpg,1017,1269,199,446,73,953,41730
IMG_0481.jpg,42172,100,279,1182,4750,34,182
IMG_0484.jpg,0,0,0,0,56984,0,0
IMG_0486.jpg,32247,41,4,3,501,0,0
IMG_0487.jpg,1406,0,0,0,1,0,1
IMG_0488.jpg,0,725,49,13,539,97,0
IMG_0491.jpg,0,0,0,0,76244,0,0
IMG_0492.jpg,9,1910,211,0,39386,0,0
IMG_0494.jpg,317,13,116,16,1,0,34959
IMG_0495.jpg,138,0,0,0,8740,0,26062
IMG_0496.jpg,76644,0,0,0,0,0,0
IMG_0497.jpg,465,105,1619,6062,850,38,76
IMG_0498.jpg,14,25260,6136,0,5185,0,1
IMG_0499.jpg,6,15611,32012,6,618,8,153
IMG_0500.jpg,0,12,391,8222,11295,0,35
IMG_0501.jpg,4275,643,834,4860,17721,4,134
IMG_0502.jpg,64606,41,191,0,1254,0,4
IMG_0503.jpg,52970,6,0,1,1578,124,880
IMG_0504.jpg,6478,384,597,0,673,9,96
IMG_0505.jpg,21097,329,318,113,1247,3,5607
IMG_0506.jpg,64229,100,27,54,35,2,88
IMG_0507.jpg,0,0,0,227,11615,0,1
IMG_0508.jpg,0,273,64772,0,0,0,0
IMG_0509.jpg,0,62,46973,70,2,0,0
IMG_0510.jpg,1,66,72,1,35955,0,0
IMG_0511.jpg,291,218,492,4123,150,43,126
IMG_0512.jpg,25,795,1652,69,4824,22,4
IMG_0513.jpg,46014,1112,24,4,0,0,12
IMG_0514.jpg,5,28919,393,0,13734,0,0
IMG_0515.jpg,0,66897,661,0,0,0,0
IMG_0516.jpg,39754,25490,0,0,0,0,0
IMG_0517.jpg,4297,41745,0,0,0,0,0
IMG_0518.jpg,103,160,14357,13,241,0,5
IMG_0519.jpg,249,20,56,10,12730,0,42005
IMG_0521.jpg,0,13,5607,49135,5,0,0
IMG_0522.jpg,1984,50035,998,1,7788,71,158
IMG_0523.jpg,114,30882,9948,4,6089,5,0
IMG_0524.jpg,37685,2876,30830,15,39,3,4
IMG_0525.jpg,129,66,50,3,101,16,44214
IMG_0527.jpg,61980,341,0,0,105,0,2
IMG_0528.jpg,22434,120,125,11,12683,2,325
IMG_0529.jpg,44,5,6,1,0,0,33327
IMG_0530.jpg,21300,45549,2,0,22,0,0
IMG_0531.jpg,1636,551,13212,7,0,0,2
IMG_0535.jpg,0,0,8367,0,0,0,0
